순위,영화명,개봉일,매출액,관객수,스크린수
463,콰이어트 플레이스 2,2021-06-16,8550116360,863339,1137
464,엑스맨: 다크 피닉스,2019-06-05,7649216640,862744,991
465,작은 아씨들,2020-02-12,7266325830,862199,1105
466,레모니 스니켓의 위험한 대결,2005-01-28,0,858847, 40
467,레전드 오브 타잔,2016-06-29,7196970717,858402,593
468,제5원소,1997-07-17,0," 857,752", 35
469,헝거게임: 모킹제이,2014-11-20,6400058044,854377,630
470,디스트릭트 9,2009-10-15,6518492154,853859,320
471,스타더스트,2007-08-15,0,853441, 41
472,맨 인 블랙 2,2002-07-10,0," 851,190", 60
473,맨 인 블랙: 인터내셔널,2019-06-12,7455439570,851040,1151
474,쉰들러 리스트,1994-03-05,0," 847,259",0
475,오션스 트웰브,2005-01-07,0,842000, 54
476,존 카터: 바숨 전쟁의 서막,2012-03-08,7229870500,838126,508
477,데자뷰,2007-01-11,0,829891, 55
478,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,2022-09-28,8299100196,828313,873
479,로봇(애니),2005-07-28,0,826100, 52
480,인시디어스 3,2015-07-09,6396650620,825517,409
481,베이비 드라이버,2017-09-14,6698892214,822656,778
482,브리짓 존스의 베이비,2016-09-28,6678585874,820995,509
483,뮌헨,2006-02-10,0,817155, 46
484,틴틴 : 유니콘호의 비밀,2011-12-07,6737564500,815991,644
485,나이브스 아웃,2019-12-04,6873606090,814745,686
486,콜래트럴,2004-10-15,0,814000, 50
487,하트 오브 더 씨,2015-12-03,6780844023,809827,535
488,"인디아나 존스 - 마궁의 사원, 저주받은 사원",1985-05-08,0," 808,492", 2
489,모범시민,2009-12-10,5933122225,807486,309
490,써로게이트,2009-10-01,6020292355,806924,224
491,밀리언 달러 베이비,2005-03-10,0,806891, 25
492,헝거게임: 더 파이널,2015-11-18,6070679163,806709,661
493,킹스 스피치,2011-03-17,5963126500,806248,317
494,스피드 레이서,2008-05-08,5219874500,804631,339
495,하늘에서 음식이 내린다면 2,2013-11-21,5423213000,800062,545
496,컨저링3: 악마가 시켰다,2021-06-03,8026047360,799457,1133
497,무극,2006-01-26,0,798091, 52
498,식스 센스,1999-09-18,0," 797,761",0
499,A-특공대,2010-06-10,5890424042,791173,330
500,노트북,2004-11-26,0,789087, 37
